Customer_id,Registration_date,Customer_name,Email,Phone,Total_orders,Avg_order_value,Customer_segment
20254516,23/07/2024,Tanveer Samra,triptisama@example.com,+912262540783,18,1536.88,Inactive
20298398,22/12/2023,Urvi Bali,yuvrajdayal@example.org,+914923522636,1,1049.6,New
20310720,03/04/2023,Samaksh Chaudhuri,cheriankrishna@example.net,+918527790158,9,1677.91,Regular
20314691,17/07/2024,Raksha Bhattacharyya,indrajitvarkey@example.net,+913507616977,2,282.92,Inactive
20343501,12/04/2023,Anthony Krishnamurthy,sahotamax@example.net,+916911354078,19,1070.47,Inactive
20360447,25/10/2024,Timothy Dubey,naksh97@example.net,+914050952910,2,640.41,New
20469626,26/12/2023,Tanish Ghose,barkhasawhney@example.net,+914972485764,9,1250.28,Regular
20496835,01/12/2023,Chandresh Panchal,qpanchal@example.com,+910937177330,17,1240.91,New
20517871,06/07/2023,Lavanya Natt,wbhakta@example.org,+912431853664,4,418.15,Premium
20625627,10/08/2024,Hredhaan Prasad,ishanvi25@example.com,+910233893926,11,718.1,Premium
20634789,02/07/2024,Aarnav Som,watikasule@example.org,+912866703248,12,1223.43,New
20689141,25/05/2024,Maya Yohannan,yatandhawan@example.net,+915419437979,19,995.55,Premium
20834589,15/07/2024,Parth Madan,udantcomar@example.net,+917645807273,8,740.07,Inactive
20835909,02/04/2023,Inaya Ramanathan,madhavsom@example.org,+915770149400,9,713.25,Premium
20940403,08/05/2023,Tanvi Kala,zayyan13@example.com,+918270808381,11,1511.1,Premium
20951294,29/08/2023,Sathvik Dhar,atichoudhary@example.net,+918262522153,4,223.45,Premium
20956158,10/03/2024,Kashish Misra,issacjalsa@example.net,+918164398862,7,312.69,Premium
21201299,27/05/2024,Ladli Hegde,girikprashad@example.org,+910398055880,19,1488.68,New
21270783,01/05/2023,Aarna Vig,asrivastava@example.com,+916453132564,3,1508.8,New
21282544,28/08/2024,Warda Basak,lchoudhary@example.net,+919755371641,16,657.98,Regular
21409946,22/03/2024,Ayushman Agrawal,vohraurishilla@example.com,+919602618984,2,1428.68,Inactive
21425168,11/08/2023,Gavin Panchal,banjeetchoudhary@example.org,+910575864244,5,1861.73,New
21432404,15/02/2024,Darika Sharaf,mpalla@example.net,+919484308279,17,1482.59,Inactive
21456226,21/07/2023,Indrajit Mitra,yauvani00@example.net,+917975415940,18,980.16,New
21461764,18/04/2023,Nandini Bassi,yahvi51@example.org,+914910458334,15,1689.46,Premium
21481338,17/11/2023,Rajata Upadhyay,agatemaanav@example.org,+914330661503,17,480.61,New
21524495,05/01/2024,Alka Deol,sanya43@example.org,+913332494874,9,236.96,Premium
21553672,19/04/2024,Udyati Puri,rsarin@example.org,+917996660006,1,429.36,New
21573815,26/09/2023,Urvashi Dalal,rajagopalmanthan@example.net,+916215015040,2,206.87,Premium
21577948,02/11/2023,Madhav Johal,venkateshchatura@example.org,+911137561627,17,225.6,New
21597477,21/09/2023,Mugdha Chaudhuri,varshadate@example.net,+914449713252,18,246.42,Inactive
21626705,27/11/2023,Ekani Dubey,mittergunbir@example.org,+916514248913,16,655.46,Premium
21658322,29/07/2024,Balhaar Balasubramanian,tandoneiravati@example.com,+912216367658,5,1416.06,Regular
21677923,18/07/2023,Lipika Mukhopadhyay,masonnayar@example.net,+915843023006,17,465.55,New
21697638,13/06/2024,Hredhaan Bhagat,taraksrinivas@example.net,+913740109384,1,381.19,New
21701991,05/10/2023,Wazir Hari,ydevan@example.net,+914788531132,5,1114.5,New
21779155,04/10/2023,Udant Upadhyay,ranganathanoeshi@example.com,+913505316095,19,1190.95,New
21784094,18/05/2024,Lakshit Rai,jagdish68@example.com,+919072015729,17,1530.19,Regular
21786873,07/03/2024,Balhaar Ramesh,andraidika@example.com,+916298063344,3,1600.68,Regular
21809858,06/04/2023,Ekansh Seshadri,faqid76@example.org,+915264993781,9,1343.53,Inactive
21866852,14/11/2023,Ojas Morar,gangulymahika@example.org,+916521407154,18,1480.38,Premium
21948041,21/03/2024,Oni Amble,devbarman@example.com,+911823986985,13,1381.95,New
22020776,23/05/2023,Manan Banerjee,zpal@example.net,+912470348352,10,714.21,Regular
22036818,14/11/2023,Yatan Yogi,sandhurishi@example.org,+910180661597,5,1732.02,New
22047134,26/10/2024,Ubika Shukla,malhotrajonathan@example.org,+912205703998,20,991.94,Inactive
22054087,05/01/2024,Peter Buch,agour@example.org,+917058067815,18,1197.98,Inactive
22076522,13/05/2024,Chaaya Andra,baniklila@example.org,+916122081552,5,1670.28,Regular
22077605,18/06/2024,Megha Sachar,vedant45@example.com,+915123179717,4,825.48,Inactive
22081691,16/11/2023,Yagnesh Bora,harrisonmore@example.net,+917333506544,13,361.38,New
22102079,21/06/2024,Vrinda Lalla,balakrishnanyutika@example.net,+917567554265,10,615.86,Premium
22112867,02/08/2024,Sanaya Chakrabarti,anay97@example.net,+912480017449,6,204.58,Regular
22133362,31/08/2024,Samesh Dixit,raaginiramanathan@example.org,+918553449011,18,482.2,Inactive
22161071,30/06/2023,Arunima Deol,dhruvlala@example.org,+913157281420,7,1582.43,New
22210238,10/06/2024,Rayaan Krishna,fsuri@example.org,+911178349947,8,351.08,New
22227829,18/09/2024,Rehaan Patla,kala29@example.com,+914151762255,17,1386.69,New
22253483,27/09/2023,Chandresh Hora,geetikadave@example.net,+910887315678,15,1561.12,Inactive
22293666,09/04/2023,Gopal Kumar,imaran02@example.net,+916532818859,2,1671.53,New
22321208,02/10/2024,Pratyush Bedi,praneel86@example.net,+913108657015,18,558.66,Regular
22358567,02/04/2023,Zansi Chakraborty,sarthaksuri@example.org,+912183034642,8,638.86,Inactive
22483684,05/03/2024,Gautami Dar,vanya27@example.net,+910394383371,20,719.77,Regular
22524981,28/10/2023,Samar Sengupta,ipant@example.org,+913459525429,14,343.23,New
22571994,08/07/2024,Lakshit Bassi,badamivrishti@example.net,+910036404914,2,912.9,Regular
22613559,21/12/2023,Omya Johal,yogiwilliam@example.org,+916462183989,10,736.33,Premium
22694456,20/03/2024,Eesha Saha,esarin@example.net,+918711724468,6,697.9,New
22738465,02/07/2023,Gabriel Oak,advayluthra@example.com,+918378521079,16,1903.09,Inactive
22800586,12/06/2024,Jacob Lad,ramakrishnanchandresh@example.net,+916720787687,10,1332.02,New
22822088,05/08/2023,Baghyawati Wadhwa,atwalabhiram@example.com,+910218037411,11,293.88,New
22846435,15/07/2023,Jackson Shenoy,gopalkrishnamurthy@example.net,+913964391284,12,1844.21,Inactive
22851478,13/11/2023,Vamakshi Bhardwaj,parthbarman@example.com,+915320758729,14,1722.19,Regular
22915611,06/08/2023,Rishi Minhas,watikamemon@example.com,+915847912085,10,1239.42,Regular
22931642,03/10/2024,Lajita Ghosh,fmukhopadhyay@example.net,+919799952755,18,649.19,New
22974816,08/01/2024,Ekantika Muni,naikyatin@example.org,+913194321638,1,865.72,Premium
23081177,14/06/2024,Harinakshi Batta,bhavanibajaj@example.net,+911251297321,14,969.68,New
23095784,30/05/2023,Alka Mitra,mallshivani@example.net,+912142115211,3,1470.2,Premium
23098216,01/11/2023,Ladli Chhabra,nagykashish@example.com,+913306511837,9,1193.05,New
23126356,29/05/2024,Oliver Kaur,fmurty@example.org,+910108188846,7,1580.04,Inactive
23126657,23/04/2023,Ekiya Sekhon,ochakraborty@example.org,+910822554720,1,1034.23,Premium
23286884,16/03/2024,Vedika Kaur,okumer@example.org,+914744931835,4,505.94,Premium
23348269,28/02/2024,Rudra Dutta,janya57@example.com,+914824634432,9,1251.82,Inactive
23380116,07/05/2024,Neelima Mody,cvenkataraman@example.com,+918163961151,11,606.28,New
23434261,10/07/2023,Jhalak Chopra,ramachandranunnati@example.org,+913249899445,7,1651.18,Inactive
23448955,12/10/2024,Pranit Gade,kamdarhemang@example.com,+914578541592,13,1201,Premium
23567263,11/08/2024,Yatan Sem,hitesh51@example.net,+914338654718,14,231.38,New
23676689,03/10/2023,Jagat Dhar,jagatkota@example.net,+912464612480,2,654.95,Premium
23755474,13/09/2024,Jhalak Rajagopal,rajugeetika@example.org,+910332709486,9,854.81,Premium
23794330,28/05/2024,Nisha Amble,xbhakta@example.net,+914117730044,1,822.37,Regular
23844919,25/07/2024,Jagvi Bhatt,hmannan@example.org,+916973617283,9,1890.71,Regular
23961725,11/05/2024,Zayyan Buch,kalpithayre@example.net,+913139982063,6,367.74,Regular
23976957,31/08/2023,Ryan Sawhney,advikram@example.com,+918044799160,6,755.84,New
23982977,04/07/2023,Charita Rama,nadkarniyauvani@example.net,+919952544686,2,1863.55,New
23984022,19/08/2023,Liam Gupta,onveerdalal@example.org,+919346224478,3,1519.51,Regular
23996221,10/10/2023,Jackson Issac,kulkarniekapad@example.com,+919383618831,7,1783.28,Inactive
24000329,01/11/2023,Aarush Dey,zdewan@example.net,+911260195350,17,1787.69,Premium
24032469,07/11/2023,Liam Khatri,chaayabalay@example.net,+918692887618,14,814.5,New
24043135,01/10/2024,Edhitha Bassi,chavvijohal@example.com,+919376472347,15,1681.39,Inactive
24104630,14/01/2024,Jonathan Deo,tanvi11@example.org,+915071245367,13,448.52,Premium
24107959,08/07/2024,David Chowdhury,bdar@example.com,+911590598180,7,354.25,Regular
24137201,22/09/2024,Jyoti Grewal,dattaeesha@example.net,+911921359971,2,1399.08,New
24144240,06/09/2023,Charles Parsa,vasudha38@example.com,+913590549557,15,1938.81,Regular
24153726,19/06/2024,Azad Sachdev,ugara@example.net,+917096057254,16,546.12,Premium
24308515,26/10/2023,Thomas Walia,laksh53@example.com,+918989427140,20,1801.96,Regular
24323106,12/02/2024,Faras Edwin,janani01@example.net,+913495856739,19,384.21,Inactive
24337950,26/04/2023,Ishwar Chakraborty,xbatta@example.com,+910611459950,20,1845.42,Inactive
24357425,17/07/2024,Wriddhish Munshi,nazaretharin@example.net,+919235521021,6,798.18,Inactive
24456825,21/12/2023,Vansha Khurana,patrickyohannan@example.com,+919196673491,18,363.12,Inactive
24478397,28/03/2024,Jairaj Gill,vivaanagarwal@example.org,+910801349761,14,829.36,New
24496983,04/12/2023,Vasana Sen,hseshadri@example.org,+913695033990,17,1262.44,Regular
24517523,12/11/2023,Mohini Pillai,edyal@example.com,+910303345372,14,361.29,Premium
24581427,20/08/2023,Yahvi Tiwari,yauvanibarad@example.net,+916583407320,3,747.9,Premium
24621386,15/11/2023,Maanav Raghavan,ramanamika@example.org,+918193670473,14,344.08,Premium
24633671,21/09/2024,Manan Buch,vsekhon@example.net,+911339516612,12,1112.03,New
24644542,17/03/2024,Harish Mahajan,darajeet@example.com,+914675681657,4,1252.89,New
24745800,10/01/2024,Isaac Mutti,kantganga@example.net,+916331374508,3,1657.15,Premium
24821281,04/06/2023,Onveer Kanda,shenoyekavir@example.net,+913943891102,10,1004.08,Regular
24845814,31/03/2023,Harshil Shukla,vedhikavora@example.net,+914481465069,17,423.79,Regular
24896263,21/06/2024,Nachiket Prasad,dorafalan@example.net,+912360838508,13,532.9,Regular
24988999,12/05/2024,Yashawini Goyal,suhani03@example.com,+915023212676,6,1748.52,Regular
25081012,24/12/2023,Mohammed Oak,bhavanikara@example.net,+911577199377,1,963.43,New
25128143,02/11/2024,Odika Kannan,kondaadya@example.org,+916573372154,18,1149.94,Premium
25221501,09/09/2023,Pratyush De,royisaac@example.org,+912890041263,20,1935.84,Regular
25287111,25/02/2024,Lakshmi Ratti,chakradhar10@example.com,+913532064242,9,581.43,Inactive
25294147,16/06/2024,Daksh Guha,rattabalveer@example.com,+917692105074,9,1458.87,New
25430839,15/09/2023,Ria Nair,azad16@example.org,+914150013113,15,885.48,New
25447967,04/09/2023,Udyati Sani,fsaha@example.com,+919245174613,18,876.56,Regular
25503067,15/08/2023,Ikshita Yohannan,solankicharita@example.org,+917390880693,1,1257.76,New
25520143,23/01/2024,Rajata Ahuja,ozaayushman@example.com,+917172676453,10,1133.1,New
25526479,16/03/2023,Mason Doctor,siyasinghal@example.net,+912906385338,2,391.73,Regular
25585013,05/05/2024,Ishita Amble,baradjanani@example.com,+912658217488,18,840.15,Inactive
25587553,24/09/2023,Nakul Venkatesh,hamsinikarpe@example.org,+919109521254,12,689.82,Regular
25595836,22/10/2023,Sathvik Prabhakar,vihaan96@example.net,+916602270171,18,314.17,New
25641500,20/10/2024,Harshil Vaidya,michaelthakur@example.org,+910022986645,18,241.19,Premium
25659794,25/05/2023,Rajeshri Radhakrishnan,ganga35@example.org,+911383564089,11,1192.81,Inactive
25661033,23/05/2023,Raksha Kannan,akshaymann@example.net,+913956848689,3,1020.5,New
25665997,21/08/2024,Barkha Sodhi,esom@example.net,+911225729546,3,1188.16,Regular
25706121,03/03/2024,Baghyawati Toor,thomas08@example.com,+918493699952,12,1453.68,Premium
25713335,10/02/2024,Ojas Sridhar,nbhatnagar@example.org,+912511340295,16,1362.71,New
25722990,13/03/2024,Nidra Radhakrishnan,yauvani33@example.net,+911412403640,16,1409.6,Regular
25747787,31/05/2023,Zaid Bobal,dubeyekapad@example.org,+913577720112,13,835.06,Inactive
25770577,17/07/2023,Janya Chhabra,sachdevabdul@example.net,+919768264030,17,1095.13,Regular
25795941,14/04/2024,Urishilla Dhillon,ryanbath@example.com,+912107939692,10,765.4,Regular
25829710,21/01/2024,Saumya Chhabra,gangaverma@example.com,+916273990493,4,1894.32,New
25850478,05/04/2024,Jeevika Taneja,barkha46@example.net,+915246025546,2,679.32,Inactive
25915909,18/01/2024,Gaurangi Singh,wallavasudha@example.com,+919053658129,18,1155.71,New
25977417,13/04/2024,Lohit Sengupta,agarwalamol@example.net,+917397766081,11,399.59,Inactive
25981385,07/10/2023,Chasmum Deol,kala09@example.com,+912395846999,15,1484.06,New
26040510,03/10/2023,Jasmit Barad,jeetnazareth@example.com,+912643679870,5,507.99,Premium
26199489,15/07/2024,Aarna Gola,hemang36@example.org,+915848826456,11,479.65,Inactive
26227445,07/09/2024,Krishna Warrior,ishakara@example.com,+913316251669,1,1030.06,Regular
26245432,11/01/2024,Darika Konda,tanklekha@example.com,+912092993789,17,719.09,Inactive
26250082,24/10/2024,Om Bora,hegdenitara@example.net,+918833747830,1,796.49,New
26278566,25/01/2024,Henry Zachariah,surimaanas@example.org,+913265736784,14,1739.84,New
26285589,29/10/2024,Bakhshi De,reyanshbarad@example.net,+914948508183,15,535.12,New
26303194,29/04/2023,Janaki Parsa,bhargavanachiket@example.org,+911394026169,18,1045.94,Premium
26364643,22/08/2024,Zehaan Keer,riya25@example.com,+919889207512,9,1086.68,Inactive
26412689,13/06/2024,Yadavi Rastogi,hemanimander@example.net,+915932940928,1,1700.46,Regular
26432512,17/12/2023,Warhi Iyer,petergrewal@example.net,+918533287852,18,1092.52,New
26521850,10/06/2023,Yatin Varma,shahadvika@example.com,+910664125053,10,215.87,New
26592009,02/11/2023,Michael Dhingra,mdasgupta@example.org,+918994317959,14,317.83,Premium
26716400,12/07/2023,Yamini Dey,neelima32@example.com,+916969850891,19,1179.28,Premium
26752630,25/09/2024,Nakul Gade,samuel16@example.net,+914583794714,5,1340.67,Inactive
26805477,28/05/2024,Xavier Hans,doctoraradhana@example.org,+912458797663,18,1148.4,New
26844216,07/06/2024,Yochana Babu,sibalmaya@example.com,+917007237157,16,927.07,Premium
26863280,25/11/2023,Aryan Dewan,balveer31@example.org,+916785581966,8,301.34,Inactive
26903313,25/04/2023,Chandresh Sandal,chandreshyohannan@example.org,+918585668853,1,284,Regular
26912171,21/06/2024,Jagat Banerjee,sudikshabhatt@example.com,+910056698506,2,386.54,New
26935187,03/11/2023,Tanveer Yogi,jananikapoor@example.net,+913044515316,9,919.12,Premium
26936578,05/04/2024,Lavanya Bawa,riya23@example.net,+917015746909,5,1610.07,Regular
27038630,27/04/2023,Megha Thakkar,zinalsarna@example.com,+916726295759,11,1307.28,Regular
27049432,08/07/2023,Mitali Shankar,sahotaudarsh@example.net,+917330361553,1,1866.16,Premium
27304727,26/03/2024,Farhan Patel,daveekavir@example.com,+912172076008,8,1675.04,Regular
27304827,01/06/2024,Arjun Bhardwaj,jason04@example.org,+912458388214,9,1736.28,Premium
27336589,28/12/2023,Bishakha Bhargava,siyathakur@example.org,+916632910288,11,678.05,New
27353891,25/06/2023,Gabriel Ahluwalia,tahuja@example.com,+917146866075,20,1110.61,Premium
27381533,06/08/2023,Zayan Guha,bahriforum@example.net,+916631495305,9,1414.83,Premium
27416314,02/03/2024,Anika Hari,garima95@example.org,+912296472054,3,820.6,Inactive
27504517,30/06/2023,Rayaan Gupta,tailorsimon@example.org,+918679065841,18,1175.7,New
27513158,05/03/2024,Dev Taneja,unadig@example.net,+912759325069,7,1387.81,New
27586115,25/11/2023,Maanas Batra,aarinisoni@example.com,+919162948835,1,1908.19,Inactive
27604184,06/10/2023,Tripti Nadig,tmaster@example.com,+918533188202,9,1108.86,New
27620326,17/07/2024,Chasmum Sahni,grovercharan@example.com,+913953311360,1,1126.02,Regular
27692428,29/05/2024,Warjas Tara,akshaydeshmukh@example.com,+912462598771,11,1889.95,Regular
27694927,11/06/2024,Vedant Chandra,bhavikadara@example.org,+910304045215,8,267.32,Premium
27698051,30/07/2023,Mitesh Savant,indalimane@example.net,+914958966273,19,978.81,Premium
27709218,26/04/2024,Ryan Dhingra,rthaman@example.org,+917199410362,18,1872.09,Regular
27727819,28/10/2023,Lavanya Bhasin,vidhidixit@example.org,+910017275424,8,1175.48,Inactive
27746432,29/07/2023,Eesha Rajagopal,solankiekaraj@example.net,+919524741272,10,1261.35,Inactive
27824078,15/09/2024,Caleb Ramakrishnan,duaeshana@example.com,+913638102635,12,972.71,Inactive
27878182,30/03/2023,Qabil Lata,aarnav41@example.com,+910674077181,1,1023.51,Inactive
27955158,16/03/2024,Abeer Kamdar,aaggarwal@example.net,+917947344705,13,1659.73,New
27971619,11/10/2023,Wriddhish Anne,jbhalla@example.org,+914196026115,3,1691.32,New
28111842,09/09/2024,Charles Kannan,amrita30@example.org,+915274016671,8,1892.45,Premium
28173165,09/08/2023,Gayathri Padmanabhan,william12@example.net,+911080434470,15,545.71,Inactive
28205701,25/10/2024,Vedika D’Alia,dhillonthomas@example.com,+912668365905,10,1286.02,Inactive
28221067,21/10/2024,Ekansh Tandon,isen@example.org,+911488381475,6,998.95,Regular
28277304,14/02/2024,Chaitanya Mann,hemalall@example.com,+915423222756,14,1681.58,Inactive
28280172,19/06/2023,Gaurang Dutta,johalekbal@example.org,+917414677366,14,968.95,Premium
28286754,18/03/2024,Bina Setty,nandini67@example.org,+912983108244,16,1337.18,Regular
28289030,11/10/2024,Sarthak Parmar,cgulati@example.net,+914141149452,11,1739.54,Regular
28350645,12/01/2024,Alka Srinivasan,xtalwar@example.org,+917083212594,9,553,Inactive
28394354,31/03/2024,Yatin Mohanty,nathaniel49@example.net,+916198848793,19,1546.13,Regular
28413467,24/07/2024,Leena Mane,kandachakradhar@example.org,+910987770255,16,1451.81,New
28428852,11/04/2023,Libni Dada,pranit07@example.net,+916086959184,7,872.25,Inactive
28458746,14/09/2023,Dalaja Borde,murtybhavani@example.net,+913737459258,12,1998.49,New
28499191,24/07/2023,Amara Patel,duaakshay@example.com,+917550026872,11,1018.2,Premium
28603182,02/08/2024,Karan Narayan,zaid12@example.net,+915668029297,11,490.13,New
28663279,30/03/2023,Sai Bhatia,xchoudhry@example.org,+912901668937,6,1539.15,Premium
28876580,18/12/2023,Udant Doshi,pradhanzayyan@example.org,+915300616858,15,476.34,Inactive
28991365,20/03/2024,Avi Menon,rachitapandey@example.com,+917703806581,20,459.1,New
28995786,02/10/2024,Vanya Swamy,chamansami@example.org,+912326402054,20,1706.11,Inactive
29038113,10/06/2024,Wridesh Vyas,hamsini20@example.net,+910173547629,18,875.32,New
29095552,19/04/2023,Gunbir Vala,sathvikbala@example.com,+911939422010,17,1617.63,Inactive
29097987,23/04/2024,Matthew Subramanian,samuel89@example.net,+910735951192,12,224.41,Inactive
29265216,22/04/2024,Samuel Buch,ethankala@example.com,+919408407178,3,609.49,New
29272253,19/09/2024,Brijesh Nadkarni,gaurangigarg@example.com,+915986579788,18,1282.7,New
29324437,19/08/2024,Radhika Bains,nram@example.org,+918868584547,11,1915.27,Premium
29361038,14/08/2023,Idika Gade,oscarchaudhari@example.com,+913433025314,19,282,New
29415527,22/04/2024,Abha Behl,yastidin@example.net,+915501942609,11,498.21,Regular
29431960,09/02/2024,Jagdish Manda,hredhaan09@example.org,+914683221848,5,1602.35,Premium
29451600,15/04/2023,Max Shankar,bchoudhry@example.com,+919631255198,5,1882.69,New
29502852,28/08/2024,Andrew Vasa,aarush91@example.org,+918622182317,18,1995.37,New
29525287,16/11/2023,Theodore Dhar,sachidutt@example.net,+913787903128,15,1976.98,Premium
29562072,10/08/2023,Edhitha Ranganathan,yashawini55@example.net,+914683223867,10,1449,New
29562254,19/07/2023,Devansh Murty,niteshdeshpande@example.com,+910288856856,19,1290.14,Inactive
29584848,03/10/2024,Lucky Chada,devganesan@example.org,+911154995125,11,1212.04,Premium
29600229,14/01/2024,Tamanna Borde,hyadav@example.net,+911807223129,18,1491.65,Inactive
29653387,26/04/2024,Aradhana Rout,fitannadig@example.net,+919575514954,12,519.73,New
29664214,08/01/2024,Vrishti Chopra,csankaran@example.com,+913753459289,13,553.65,Regular
29689766,20/03/2023,Pallavi Kala,madhav18@example.org,+910804509973,14,967.01,New
29858395,03/09/2024,Patrick Rout,aayushpal@example.net,+915523705895,16,442.16,Inactive
29902416,17/07/2023,Falak Choudhry,gautampandit@example.org,+919002751510,18,1010.11,Inactive
29941225,25/06/2024,Oviya Bhandari,luke76@example.net,+912280961075,3,689.11,Premium
29973346,02/02/2024,Pranit Sane,panchaljasmit@example.com,+912794025384,1,1786.85,Premium
30029998,01/09/2024,Ishwar Edwin,khuranaanusha@example.net,+915414846542,9,863.3,New
30042971,12/10/2024,Garima Morar,ubikaoak@example.com,+914912601454,8,863.9,Regular
30065862,02/09/2024,Urishilla Hegde,ydeo@example.org,+910400446367,13,749.95,Regular
30116949,23/08/2023,Harshil Pathak,janakisaraf@example.com,+915552299405,5,1535.47,Inactive
30188374,28/03/2024,Naveen Chakrabarti,manbir37@example.org,+910399858374,15,915.53,New
30192942,04/02/2024,Darika Raj,indalisunder@example.net,+912817982930,8,1400.72,Premium
30265929,04/08/2024,Nandini Brahmbhatt,dixitganga@example.org,+917876111371,15,1388.33,Premium
30285217,23/09/2023,Isha Sahni,upalla@example.net,+912925135279,11,334.01,Premium
30317733,28/06/2024,Janani Sawhney,amritaoommen@example.com,+912691824202,12,569.16,Inactive
30367559,29/09/2024,Bhavna Guha,isabharwal@example.com,+916618110362,6,1419.6,Regular
30373140,28/07/2024,Sai Dhingra,jnagarajan@example.com,+911350209612,2,596.71,Regular
30447453,01/06/2023,Jagrati Lad,bjain@example.com,+914094100272,14,389.39,Premium
30455484,08/05/2023,Lajita Ravel,agateamrita@example.com,+917635370470,2,1001.64,New
30468930,24/05/2024,Nirja Manda,chavvisavant@example.com,+912288937357,6,1449.81,Regular
30535703,06/06/2024,Dev Comar,jmurthy@example.net,+919081513994,3,301.96,Regular
30619659,18/09/2024,Lohit Kalla,vincent81@example.com,+914466575315,14,1992.42,Inactive
30643619,31/03/2024,Ethan Nagi,dmukherjee@example.com,+919871390677,5,1084.47,Inactive
30733165,10/05/2024,Gaurang Grewal,gramesh@example.org,+916506983114,10,1609.11,Inactive
30755306,14/06/2024,Divya Kakar,samakshravel@example.org,+918218551992,9,555.67,Inactive
30767655,05/06/2024,Aarnav Issac,onimandal@example.com,+918546207158,15,698.87,Regular
30788486,01/03/2024,Vrishti Mittal,madanfaraj@example.org,+917284058772,11,328.57,New
30823988,25/03/2024,Owen Sangha,ladlimisra@example.org,+918027678242,9,1525.85,Premium
30891209,22/07/2024,Azaan Bora,manan23@example.org,+913519053638,1,1815.35,New
30900441,25/07/2024,Omaja Misra,badamiaarnav@example.org,+912015902923,18,1509.24,New
30979436,26/07/2024,Diya Chaudry,jchaudhary@example.net,+910475672137,17,422.51,Regular
31000129,29/03/2024,Lohit Kaur,siddharth81@example.net,+913242653438,18,1120.64,Premium
31026200,18/03/2024,Saksham Garg,suhani16@example.net,+912089281317,13,285.02,New
31076002,19/05/2023,Urvi Wali,rachit18@example.net,+910697271551,5,1389.14,New
31084686,20/06/2024,Jai Ramaswamy,ylad@example.net,+914211350551,4,893.55,Regular
31156674,07/04/2024,Aarav Jaggi,golalila@example.net,+916561972279,3,1552.42,Inactive
31233120,03/05/2024,Veer Krish,mitesh54@example.org,+916780556163,2,555.76,Regular
31324823,16/09/2023,Utkarsh Biswas,hbarad@example.com,+912367516284,14,414.15,New
31328762,08/03/2024,Vanya Sanghvi,banikishita@example.net,+911933280674,5,941.9,Premium
31371112,17/11/2023,Osha Chad,babujoshua@example.org,+915023632803,5,231.41,Regular
31384626,13/06/2024,Tanay Desai,hayremeera@example.net,+910280652187,13,600.95,Regular
31389750,18/08/2023,Advika Bala,praneelmorar@example.com,+918556395895,18,1600.66,New
31410886,20/05/2024,Ayush Manda,finnraman@example.com,+917625393535,9,757.75,Inactive
31456752,21/06/2024,Henry Borah,ramachandrankavya@example.com,+916419690294,16,1337.43,Premium
31527100,21/11/2023,Triya Tailor,kamalasankaran@example.org,+915113709301,12,1830.13,Inactive
31537100,16/02/2024,Rajata Sampath,ekiya53@example.org,+914977793125,13,917.32,Regular
31569754,02/02/2024,Edhitha Kumer,psibal@example.org,+913043537177,6,845.41,Regular
31576845,07/07/2023,Chasmum Raman,bimalaanne@example.org,+914433885067,12,1389.96,New
31582950,20/12/2023,Bhavya Khalsa,advaithtata@example.com,+914142910319,13,586.75,New
31619915,09/06/2024,Joshua Trivedi,dnair@example.net,+912053725463,13,722.45,New
31622158,06/05/2023,Omya Modi,bailjonathan@example.com,+919629355011,20,504.15,New
31681710,06/01/2024,Udant Prabhakar,nachiket85@example.net,+914377591231,15,223.11,Regular
31708103,25/09/2023,Kabir Mani,gaurang03@example.org,+917121002615,1,769.19,New
31718565,29/05/2024,Andrew Wable,jackson06@example.org,+913875006343,6,245.16,Regular
31776996,13/04/2024,Bhavya Shankar,bavakai@example.com,+918135472883,12,872.26,New
31831843,28/03/2023,Aarini Bir,htailor@example.com,+919194767607,10,1284.27,Inactive
31846190,08/09/2024,Charan Choudhary,tristantank@example.org,+913765675938,4,1176.18,New
31914222,29/09/2024,Rajeshri Lad,uraj@example.org,+917055035409,4,380.49,Inactive
31923338,13/03/2024,Ishwar Goyal,ejaggi@example.com,+917810888270,8,1166.83,New
31940833,31/07/2023,Urmi Amble,anita28@example.net,+918224618920,4,1515.8,New
31978160,01/05/2024,Kiaan Khare,januja42@example.net,+913690372079,8,1881.61,New
31981068,12/06/2023,Hemang Sarkar,msinghal@example.com,+919096558393,20,546.25,Regular
31991019,28/09/2023,Gauri Dhar,dominicperi@example.net,+912387333651,12,1231.06,Regular
32003512,18/10/2024,Advaith Sarkar,bordemadhav@example.org,+919872979268,4,1863.05,Premium
32006907,28/09/2023,Mohammed Din,egandhi@example.com,+914064496995,13,879.66,Regular
32019725,19/01/2024,Tarak Rout,nitarabatta@example.net,+918312294019,19,1169.96,Premium
32054313,03/10/2024,Jai Char,rajayutika@example.com,+913213214979,2,340.15,Regular
32203588,06/04/2024,Krish Srinivas,agastya33@example.org,+916712649181,9,1678.38,Premium
32293017,21/01/2024,Samarth Kapoor,mandalmohammed@example.org,+913363867219,16,691.29,Inactive
32426778,27/05/2024,Falguni Kapadia,jdivan@example.net,+917300449566,14,304.06,Inactive
32500305,09/06/2024,Ridhi Khatri,anthonydey@example.net,+914334213807,5,362.53,New
32527479,04/11/2023,Nidhi Varkey,krishakaul@example.org,+915761360776,19,896.82,Regular
32540616,21/03/2024,Jairaj Sehgal,bumblaban@example.net,+919482516095,5,1614.27,New
32564478,24/06/2024,Ekbal Dubey,wsrinivasan@example.com,+910924609236,5,211.3,Premium
